0.000000	0.000000
0.000100	-0.000395
0.000200	-0.001182
0.000300	-0.002361
0.000400	-0.003929
0.000500	-0.005881
0.000600	-0.008213
0.000700	-0.010921
0.000800	-0.013999
0.000900	-0.017439
0.001000	-0.021235
0.001100	-0.025378
0.001200	-0.029860
0.001300	-0.034672
0.001400	-0.039803
0.001500	-0.045243
0.001600	-0.050980
0.001700	-0.057002
0.001800	-0.063297
0.001900	-0.069851
0.002000	-0.076650
0.002100	-0.083681
0.002200	-0.090929
0.002300	-0.098378
0.002400	-0.106012
0.002500	-0.113815
0.002600	-0.121771
0.002700	-0.129862
0.002800	-0.138071
0.002900	-0.146380
0.003000	-0.154772
0.003100	-0.163226
0.003200	-0.171726
0.003300	-0.180252
0.003400	-0.188784
0.003500	-0.197304
0.003600	-0.205793
0.003700	-0.214230
0.003800	-0.222595
0.003900	-0.230871
0.004000	-0.239035
0.004100	-0.247070
0.004200	-0.254954
0.004300	-0.262670
0.004400	-0.270196
0.004500	-0.277514
0.004600	-0.284605
0.004700	-0.291449
0.004800	-0.298027
0.004900	-0.304322
0.005000	-0.310315
0.005100	-0.315988
0.005200	-0.321324
0.005300	-0.326304
0.005400	-0.330913
0.005500	-0.335134
0.005600	-0.338951
0.005700	-0.342349
0.005800	-0.345312
0.005900	-0.347827
0.006000	-0.349879
0.006100	-0.351456
0.006200	-0.352544
0.006300	-0.353132
0.006400	-0.353209
0.006500	-0.352763
0.006600	-0.351785
0.006700	-0.350265
0.006800	-0.348195
0.006900	-0.345568
0.007000	-0.342376
0.007100	-0.338614
0.007200	-0.334275
0.007300	-0.329355
0.007400	-0.323851
0.007500	-0.317760
0.007600	-0.311079
0.007700	-0.303808
0.007800	-0.295946
0.007900	-0.287494
0.008000	-0.278453
0.008100	-0.268826
0.008200	-0.258617
0.008300	-0.247828
0.008400	-0.236465
0.008500	-0.224535
0.008600	-0.212043
0.008700	-0.198999
0.008800	-0.185410
0.008900	-0.171286
0.009000	-0.156637
0.009100	-0.141475
0.009200	-0.125812
0.009300	-0.109660
0.009400	-0.093035
0.009500	-0.075949
0.009600	-0.058420
0.009700	-0.040462
0.009800	-0.022094
0.009900	-0.003334
0.010000	0.015802
0.010100	0.035292
0.010200	0.055116
0.010300	0.075255
0.010400	0.095687
0.010500	0.116389
0.010600	0.137339
0.010700	0.158513
0.010800	0.179888
0.010900	0.201439
0.011000	0.223142
0.011100	0.244970
0.011200	0.266898
0.011300	0.288900
0.011400	0.310948
0.011500	0.333017
0.011600	0.355077
0.011700	0.377102
0.011800	0.399064
0.011900	0.420934
0.012000	0.442684
0.012100	0.464286
0.012200	0.485710
0.012300	0.506927
0.012400	0.527910
0.012500	0.548628
0.012600	0.569054
0.012700	0.589157
0.012800	0.608911
0.012900	0.628285
0.013000	0.647252
0.013100	0.665783
0.013200	0.683850
0.013300	0.701426
0.013400	0.718483
0.013500	0.734994
0.013600	0.750932
0.013700	0.766272
0.013800	0.780987
0.013900	0.795052
0.014000	0.808443
0.014100	0.821135
0.014200	0.833105
0.014300	0.844329
0.014400	0.854787
0.014500	0.864455
0.014600	0.873313
0.014700	0.881342
0.014800	0.888522
0.014900	0.894834
0.015000	0.900262
0.015100	0.904788
0.015200	0.908397
0.015300	0.911073
0.015400	0.912804
0.015500	0.913576
0.015600	0.913378
0.015700	0.912199
0.015800	0.910028
0.015900	0.906858
0.016000	0.902681
0.016100	0.897491
0.016200	0.891281
0.016300	0.884049
0.016400	0.875791
0.016500	0.866506
0.016600	0.856192
0.016700	0.844851
0.016800	0.832484
0.016900	0.819094
0.017000	0.804686
0.017100	0.789265
0.017200	0.772837
0.017300	0.755411
0.017400	0.736996
0.017500	0.717602
0.017600	0.697241
0.017700	0.675925
0.017800	0.653669
0.017900	0.630488
0.018000	0.606398
0.018100	0.581417
0.018200	0.555564
0.018300	0.528859
0.018400	0.501322
0.018500	0.472977
0.018600	0.443846
0.018700	0.413954
0.018800	0.383326
0.018900	0.351990
0.019000	0.319972
0.019100	0.287301
0.019200	0.254008
0.019300	0.220122
0.019400	0.185674
0.019500	0.150698
0.019600	0.115227
0.019700	0.079294
0.019800	0.042935
0.019900	0.006185
0.020000	-0.030920
0.020100	-0.068342
0.020200	-0.106043
0.020300	-0.143986
0.020400	-0.182132
0.020500	-0.220440
0.020600	-0.258871
0.020700	-0.297385
0.020800	-0.335941
0.020900	-0.374497
0.021000	-0.413013
0.021100	-0.451446
0.021200	-0.489754
0.021300	-0.527895
0.021400	-0.565826
0.021500	-0.603506
0.021600	-0.640892
0.021700	-0.677941
0.021800	-0.714611
0.021900	-0.750859
0.022000	-0.786643
0.022100	-0.821922
0.022200	-0.856653
0.022300	-0.890795
0.022400	-0.924307
0.022500	-0.957147
0.022600	-0.989277
0.022700	-1.020655
0.022800	-1.051243
0.022900	-1.081001
0.023000	-1.109892
0.023100	-1.137879
0.023200	-1.164923
0.023300	-1.190990
0.023400	-1.216045
0.023500	-1.240052
0.023600	-1.262979
0.023700	-1.284793
0.023800	-1.305463
0.023900	-1.324957
0.024000	-1.343248
0.024100	-1.360305
0.024200	-1.376103
0.024300	-1.390615
0.024400	-1.403816
0.024500	-1.415683
0.024600	-1.426193
0.024700	-1.435326
0.024800	-1.443062
0.024900	-1.449382
0.025000	-1.454270
0.025100	-1.457711
0.025200	-1.459690
0.025300	-1.460194
0.025400	-1.459214
0.025500	-1.456739
0.025600	-1.452762
0.025700	-1.447276
0.025800	-1.440276
0.025900	-1.431759
0.026000	-1.421724
0.026100	-1.410171
0.026200	-1.397101
0.026300	-1.382517
0.026400	-1.366425
0.026500	-1.348831
0.026600	-1.329743
0.026700	-1.309171
0.026800	-1.287127
0.026900	-1.263623
0.027000	-1.238675
0.027100	-1.212299
0.027200	-1.184513
0.027300	-1.155336
0.027400	-1.124791
0.027500	-1.092898
0.027600	-1.059684
0.027700	-1.025174
0.027800	-0.989396
0.027900	-0.952378
0.028000	-0.914151
0.028100	-0.874747
0.028200	-0.834199
0.028300	-0.792542
0.028400	-0.749813
0.028500	-0.706049
0.028600	-0.661288
0.028700	-0.615572
0.028800	-0.568941
0.028900	-0.521438
0.029000	-0.473106
0.029100	-0.423991
0.029200	-0.374139
0.029300	-0.323597
0.029400	-0.272412
0.029500	-0.220634
0.029600	-0.168313
0.029700	-0.115499
0.029800	-0.062244
0.029900	-0.008600
0.030000	0.045379
0.030100	0.099641
0.030200	0.154129
0.030300	0.208791
0.030400	0.263570
0.030500	0.318411
0.030600	0.373257
0.030700	0.428053
0.030800	0.482741
0.030900	0.537264
0.031000	0.591566
0.031100	0.645588
0.031200	0.699275
0.031300	0.752569
0.031400	0.805413
0.031500	0.857750
0.031600	0.909523
0.031700	0.960677
0.031800	1.011154
0.031900	1.060900
0.032000	1.109859
0.032100	1.157977
0.032200	1.205199
0.032300	1.251472
0.032400	1.296744
0.032500	1.340963
0.032600	1.384078
0.032700	1.426037
0.032800	1.466793
0.032900	1.506297
0.033000	1.544501
0.033100	1.581360
0.033200	1.616828
0.033300	1.650862
0.033400	1.683420
0.033500	1.714460
0.033600	1.743943
0.033700	1.771829
0.033800	1.798083
0.033900	1.822669
0.034000	1.845552
0.034100	1.866702
0.034200	1.886087
0.034300	1.903678
0.034400	1.919448
0.034500	1.933371
0.034600	1.945425
0.034700	1.955587
0.034800	1.963836
0.034900	1.970156
0.035000	1.974530
0.035100	1.976943
0.035200	1.977383
0.035300	1.975840
0.035400	1.972306
0.035500	1.966774
0.035600	1.959240
0.035700	1.949702
0.035800	1.938159
0.035900	1.924614
0.036000	1.909071
0.036100	1.891534
0.036200	1.872014
0.036300	1.850520
0.036400	1.827063
0.036500	1.801660
0.036600	1.774325
0.036700	1.745078
0.036800	1.713939
0.036900	1.680932
0.037000	1.646080
0.037100	1.609410
0.037200	1.570951
0.037300	1.530733
0.037400	1.488790
0.037500	1.445156
0.037600	1.399866
0.037700	1.352960
0.037800	1.304478
0.037900	1.254461
0.038000	1.202953
0.038100	1.150000
0.038200	1.095649
0.038300	1.039948
0.038400	0.982948
0.038500	0.924701
0.038600	0.865260
0.038700	0.804680
0.038800	0.743017
0.038900	0.680329
0.039000	0.616676
0.039100	0.552116
0.039200	0.486712
0.039300	0.420527
0.039400	0.353623
0.039500	0.286065
0.039600	0.217919
0.039700	0.149252
0.039800	0.080130
0.039900	0.010622
0.040000	-0.059204
0.040100	-0.129279
0.040200	-0.199532
0.040300	-0.269893
0.040400	-0.340291
0.040500	-0.410656
0.040600	-0.480916
0.040700	-0.551000
0.040800	-0.620835
0.040900	-0.690350
0.041000	-0.759474
0.041100	-0.828135
0.041200	-0.896261
0.041300	-0.963781
0.041400	-1.030626
0.041500	-1.096723
0.041600	-1.162004
0.041700	-1.226398
0.041800	-1.289838
0.041900	-1.352255
0.042000	-1.413581
0.042100	-1.473751
0.042200	-1.532699
0.042300	-1.590360
0.042400	-1.646671
0.042500	-1.701569
0.042600	-1.754994
0.042700	-1.806885
0.042800	-1.857183
0.042900	-1.905832
0.043000	-1.952776
0.043100	-1.997961
0.043200	-2.041333
0.043300	-2.082843
0.043400	-2.122440
0.043500	-2.160077
0.043600	-2.195709
0.043700	-2.229291
0.043800	-2.260782
0.043900	-2.290142
0.044000	-2.317332
0.044100	-2.342317
0.044200	-2.365062
0.044300	-2.385538
0.044400	-2.403713
0.044500	-2.419560
0.044600	-2.433056
0.044700	-2.444176
0.044800	-2.452901
0.044900	-2.459213
0.045000	-2.463096
0.045100	-2.464536
0.045200	-2.463524
0.045300	-2.460051
0.045400	-2.454111
0.045500	-2.445701
0.045600	-2.434820
0.045700	-2.421469
0.045800	-2.405653
0.045900	-2.387378
0.046000	-2.366655
0.046100	-2.343493
0.046200	-2.317909
0.046300	-2.289917
0.046400	-2.259539
0.046500	-2.226795
0.046600	-2.191710
0.046700	-2.154310
0.046800	-2.114625
0.046900	-2.072685
0.047000	-2.028527
0.047100	-1.982184
0.047200	-1.933697
0.047300	-1.883106
0.047400	-1.830454
0.047500	-1.775787
0.047600	-1.719153
0.047700	-1.660602
0.047800	-1.600185
0.047900	-1.537956
0.048000	-1.473973
0.048100	-1.408292
0.048200	-1.340974
0.048300	-1.272081
0.048400	-1.201676
0.048500	-1.129825
0.048600	-1.056594
0.048700	-0.982053
0.048800	-0.906272
0.048900	-0.829323
0.049000	-0.751278
0.049100	-0.672213
0.049200	-0.592203
0.049300	-0.511325
0.049400	-0.429658
0.049500	-0.347281
0.049600	-0.264274
0.049700	-0.180718
0.049800	-0.096695
0.049900	-0.012289
0.050000	0.072418
0.050100	0.157342
0.050200	0.242399
0.050300	0.327502
0.050400	0.412567
0.050500	0.497510
0.050600	0.582243
0.050700	0.666681
0.050800	0.750739
0.050900	0.834331
0.051000	0.917372
0.051100	0.999776
0.051200	1.081459
0.051300	1.162337
0.051400	1.242326
0.051500	1.321342
0.051600	1.399304
0.051700	1.476129
0.051800	1.551737
0.051900	1.626049
0.052000	1.698986
0.052100	1.770469
0.052200	1.840423
0.052300	1.908774
0.052400	1.975446
0.052500	2.040368
0.052600	2.103469
0.052700	2.164680
0.052800	2.223935
0.052900	2.281167
0.053000	2.336312
0.053100	2.389309
0.053200	2.440099
0.053300	2.488622
0.053400	2.534823
0.053500	2.578650
0.053600	2.620050
0.053700	2.658974
0.053800	2.695376
0.053900	2.729212
0.054000	2.760439
0.054100	2.789019
0.054200	2.814914
0.054300	2.838091
0.054400	2.858518
0.054500	2.876165
0.054600	2.891007
0.054700	2.903021
0.054800	2.912185
0.054900	2.918483
0.055000	2.921898
0.055100	2.922418
0.055200	2.920036
0.055300	2.914743
0.055400	2.906537
0.055500	2.895417
0.055600	2.881385
0.055700	2.864447
0.055800	2.844612
0.055900	2.821889
0.056000	2.796294
0.056100	2.767844
0.056200	2.736558
0.056300	2.702459
0.056400	2.665574
0.056500	2.625931
0.056600	2.583561
0.056700	2.538499
0.056800	2.490782
0.056900	2.440449
0.057000	2.387545
0.057100	2.332114
0.057200	2.274204
0.057300	2.213866
0.057400	2.151153
0.057500	2.086121
0.057600	2.018829
0.057700	1.949337
0.057800	1.877708
0.057900	1.804008
0.058000	1.728305
0.058100	1.650668
0.058200	1.571170
0.058300	1.489884
0.058400	1.406887
0.058500	1.322258
0.058600	1.236075
0.058700	1.148421
0.058800	1.059379
0.058900	0.969034
0.059000	0.877473
0.059100	0.784784
0.059200	0.691056
0.059300	0.596380
0.059400	0.500848
0.059500	0.404553
0.059600	0.307589
0.059700	0.210051
0.059800	0.112035
0.059900	0.013638
0.060000	-0.085044
0.060100	-0.183913
0.060200	-0.282870
0.060300	-0.381817
0.060400	-0.480655
0.060500	-0.579285
0.060600	-0.677609
0.060700	-0.775526
0.060800	-0.872939
0.060900	-0.969748
0.061000	-1.065856
0.061100	-1.161164
0.061200	-1.255576
0.061300	-1.348994
0.061400	-1.441324
0.061500	-1.532469
0.061600	-1.622336
0.061700	-1.710831
0.061800	-1.797864
0.061900	-1.883342
0.062000	-1.967177
0.062100	-2.049281
0.062200	-2.129567
0.062300	-2.207950
0.062400	-2.284348
0.062500	-2.358679
0.062600	-2.430862
0.062700	-2.500822
0.062800	-2.568481
0.062900	-2.633768
0.063000	-2.696610
0.063100	-2.756938
0.063200	-2.814687
0.063300	-2.869790
0.063400	-2.922188
0.063500	-2.971821
0.063600	-3.018631
0.063700	-3.062566
0.063800	-3.103575
0.063900	-3.141608
0.064000	-3.176620
0.064100	-3.208569
0.064200	-3.237416
0.064300	-3.263123
0.064400	-3.285657
0.064500	-3.304989
0.064600	-3.321089
0.064700	-3.333935
0.064800	-3.343505
0.064900	-3.349782
0.065000	-3.352751
0.065100	-3.352401
0.065200	-3.348724
0.065300	-3.341716
0.065400	-3.331376
0.065500	-3.317704
0.065600	-3.300708
0.065700	-3.280395
0.065800	-3.256778
0.065900	-3.229872
0.066000	-3.199697
0.066100	-3.166273
0.066200	-3.129627
0.066300	-3.089787
0.066400	-3.046785
0.066500	-3.000657
0.066600	-2.951440
0.066700	-2.899177
0.066800	-2.843912
0.066900	-2.785693
0.067000	-2.724571
0.067100	-2.660599
0.067200	-2.593835
0.067300	-2.524339
0.067400	-2.452173
0.067500	-2.377403
0.067600	-2.300098
0.067700	-2.220327
0.067800	-2.138165
0.067900	-2.053688
0.068000	-1.966975
0.068100	-1.878107
0.068200	-1.787166
0.068300	-1.694240
0.068400	-1.599416
0.068500	-1.502783
0.068600	-1.404434
0.068700	-1.304464
0.068800	-1.202966
0.068900	-1.100040
0.069000	-0.995784
0.069100	-0.890299
0.069200	-0.783687
0.069300	-0.676052
0.069400	-0.567499
0.069500	-0.458133
0.069600	-0.348062
0.069700	-0.237393
0.069800	-0.126236
0.069900	-0.014699
0.070000	0.097106
0.070100	0.209070
0.070200	0.321081
0.070300	0.433027
0.070400	0.544798
0.070500	0.656281
0.070600	0.767366
0.070700	0.877939
0.070800	0.987891
0.070900	1.097111
0.071000	1.205488
0.071100	1.312912
0.071200	1.419274
0.071300	1.524467
0.071400	1.628382
