49.923,0.23173
49.922,0.31791
49.921,0.41124
49.92,0.51634
49.919,0.66291
49.918,0.84947
49.917,0.9867
49.916,1.0166
49.915,0.95657
49.914,0.78678
49.913,0.4933
49.912,0.20467
49.911,0.016863
49.91,-0.054426
49.909,-0.042071
49.908,-0.0009469
49.907,0.035398
49.906,0.084036
49.905,0.1707
49.904,0.2526
49.903,0.31782
49.902,0.40447
49.901,0.51152
49.9,0.63411
49.899,0.7064
49.898,0.64596
49.897,0.4881
49.896,0.32684
49.895,0.28749
49.894,0.36856
49.893,0.43832
49.892,0.43863
49.892,0.42963
49.891,0.43553
49.89,0.39065
49.889,0.2152
49.888,-0.033748
49.887,-0.21847
49.886,-0.17761
49.885,0.065889
49.884,0.51057
49.883,0.96288
49.882,1.3354
49.881,1.5196
