50.1,0.68053
50,1.7815
50,2.7479
50,3.1991
50,3.096
50,2.6781
50,2.0927
50,1.4837
50,0.94966
50,0.57913
50,0.51387
50,0.69358
50,0.9576
50,1.1576
50,1.1586
50,1.0116
50,0.81749
50,0.62926
50,0.43782
50,0.28534
50,0.15515
50,0.063333
50,-0.034635
50,-0.13308
50,-0.26433
50,-0.37547
50,-0.36622
50,-0.29533
50,-0.32743
50,-0.40633
50,-0.51235
50,-0.71408
50,-0.99648
50,-1.2533
50,-1.3687
50,-1.3044
50,-1.1306
50,-0.95776
50,-0.77291
50,-0.64265
50,-0.499
50,-0.37518
50,-0.30109
50,-0.25495
50,-0.19906
50,-0.19314
50,-0.15864
50,-0.12436
50,-0.12801
50,-0.16705
50,-0.20505
50,-0.22455
50,-0.33363
50,-0.48095
50,-0.60115
50,-0.78103
50,-0.98838
50,-1.158
50,-1.1789
50,-1.1453
50,-0.99157
50,-0.72318
50,-0.44006
50,-0.15551
50,0.10984
50,0.29549
50,0.25677
50,0.078581
50,-0.089279
50,-0.25511
50,-0.39321
50,-0.61215
50,-0.81104
50,-1.0275
50,-1.2343
50,-1.3349
50,-1.3445
50,-1.2794
50,-1.1457
50,-1.0213
50,-0.84121
50,-0.70797
50,-0.56239
50,-0.40152
50,-0.31126
50,-0.2774
50,-0.19208
50,-0.0557
50,0.021051
50,0.018946
50,-0.028701
50,-0.16726
50,-0.39376
50,-0.65828
50,-0.9592
50,-1.2361
50,-1.4203
50,-1.5576
50,-1.6183
50,-1.6562
50,-1.6146
50,-1.4334
50,-1.119
50,-0.73555
50,-0.35511
50,-0.054791
50,0.037583
50,-0.036896
50,-0.23547
50,-0.50314
50,-0.72063
50,-0.83607
50,-0.85073
50,-0.8654
50,-0.93076
50,-0.97821
50,-0.90238
50,-0.71284
50,-0.45431
50,-0.17364
50,0.04035
50,0.15446
50,0.1816
50,0.20481
50,0.25411
50,0.28507
50,0.28188
50,0.24475
50,0.22175
50,0.25588
50,0.38568
50,0.56565
50,0.70342
50,0.79434
50,0.87372
50,0.95702
50,1.0345
50,1.0826
50,1.0835
50,1.0397
50,0.97267
50,0.87
50,0.66916
50,0.42002
50,0.23119
50,0.15056
50,0.1308
50,0.10126
50,0.077905
50,0.097877
50,0.15427
50,0.20552
50,0.24948
50,0.349
50,0.48377
50,0.58241
50,0.62244
50,0.65163
50,0.72031
50,0.78959
50,0.81646
50,0.78863
50,0.67046
50,0.48438
50,0.29734
50,0.14508
50,0.093154
50,0.10785
50,0.13844
50,0.2238
50,0.34544
50,0.46596
50,0.6027
50,0.78591
50,0.97832
50,1.1347
50,1.2117
50,1.2325
50,1.21
50,1.1354
50,1.0608
50,0.99531
50,0.89538
50,0.77337
50,0.64848
50,0.57544
50,0.53089
50,0.42381
50,0.24121
50,0.014212
50,-0.13062
50,-0.10314
50,0.1063
50,0.47884
50,0.88496
50,1.2527
50,1.5933
50,1.828
50,1.9624
50,1.944
50,1.6041
50,1.3289
50,1.0622
50,0.86925
50,0.72339
50,0.52982
50,0.2641
50,0.011138
50,-0.15857
50,-0.26909
50,-0.31143
50,-0.24972
50,-0.15156
50,-0.067062
50,-0.069259
50,-0.12673
50,-0.20162
50,-0.19871
50,-0.13205
50,-0.11861
50,-0.16643
50,-0.18767
49.999,-0.2512
49.999,-0.26758
49.999,-0.29485
49.999,-0.25671
49.999,-0.24261
49.999,-0.20326
49.999,-0.23552
49.999,-0.27286
49.999,-0.38611
49.999,-0.47047
49.999,-0.51079
49.998,-0.60817
49.998,-0.69789
49.998,-0.79128
49.998,-0.89465
49.998,-0.98468
49.998,-1.0293
49.997,-1.0133
49.997,-0.95115
49.997,-0.85523
49.997,-0.64002
49.997,-0.39575
49.997,-0.22169
49.996,-0.041723
49.996,0.12872
49.996,0.27414
49.996,0.39421
49.995,0.39386
49.995,0.25415
49.995,0.067846
49.995,-0.052197
49.994,-0.16764
49.994,-0.34966
49.994,-0.5221
49.993,-0.71622
49.993,-0.86525
49.993,-0.93759
49.992,-0.9674
49.992,-0.92416
49.992,-0.81959
49.991,-0.61611
49.991,-0.35761
49.991,-0.14036
49.99,0.043636
49.99,0.11081
49.989,0.13358
49.989,0.18769
49.989,0.18447
49.988,0.14398
49.988,0.097007
49.987,0.031683
49.987,-0.10452
49.986,-0.35244
49.986,-0.61106
49.986,-0.81989
49.985,-1.011
49.985,-1.1611
49.984,-1.1862
49.984,-1.0278
49.983,-0.8028
49.982,-0.62039
49.982,-0.50378
49.981,-0.48009
49.981,-0.48417
49.98,-0.48206
49.98,-0.41767
49.979,-0.32776
49.979,-0.21503
49.978,-0.043353
49.977,0.1179
49.977,0.18766
49.976,0.10716
49.975,-0.17681
49.975,-0.55327
49.974,-0.81452
49.974,-0.92653
49.973,-1.0299
49.972,-1.1267
49.972,-1.1562
49.971,-1.0976
49.97,-1.0516
49.969,-0.98492
49.969,-0.81772
49.968,-0.53551
49.967,-0.25294
49.967,-0.023114
49.966,0.039375
49.965,-0.018857
49.964,-0.1602
49.964,-0.36328
49.963,-0.54774
49.962,-0.67853
49.961,-0.70864
49.961,-0.60968
49.96,-0.47212
49.959,-0.365
49.958,-0.28631
49.957,-0.24204
49.956,-0.16932
49.956,0.020512
49.955,0.27229
49.954,0.42352
49.953,0.42676
49.952,0.3855
49.951,0.37832
49.951,0.4032
49.95,0.45064
49.949,0.4868
49.948,0.50935
49.947,0.53008
49.946,0.59742
49.945,0.70973
49.944,0.78382
49.943,0.75931
49.942,0.70998
49.942,0.70231
49.941,0.68892
49.94,0.66632
49.939,0.66378
49.938,0.64535
49.937,0.51228
49.936,0.2921
49.935,0.10133
49.934,0.020305
49.933,0.035217
49.932,0.046737
49.931,-0.022251
49.93,-0.11332
49.929,-0.12911
49.928,-0.042288
49.927,0.088575
49.926,0.16492
49.925,0.1624
49.924,0.17196
